weapon,tier,direction,animation,frame,pixels,components,minX,minY,maxX,maxY,boundsWidth,boundsHeight,boundsArea,edgeSides,discardedPixels,characterDistance,expressionOverlapPixels
warhammer,tier5,left,walk,2,43,1,2,5,10,15,9,11,99,,0,0,1
warhammer,tier5,left,walk,3,43,1,2,5,10,15,9,11,99,,0,0,1
warhammer,tier5,left,attack,0,45,1,2,2,10,14,9,13,117,,0,0,0
warhammer,tier5,left,attack,1,42,1,0,10,9,18,10,9,90,left,0,0,0
warhammer,tier5,left,attack,2,42,1,0,9,9,17,10,9,90,left,0,0,0
warhammer,tier5,left,attack,3,43,1,2,4,10,14,9,11,99,,0,0,1
warhammer,tier5,left,hurt,0,43,1,2,5,10,15,9,11,99,,0,0,1
warhammer,tier5,left,hurt,1,43,1,2,4,10,14,9,11,99,,0,0,1
warhammer,tier5,right,idle,0,43,1,13,4,21,14,9,11,99,,0,0,1
warhammer,tier5,right,idle,1,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,right,walk,0,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,right,walk,1,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,right,walk,2,43,1,13,3,21,13,9,11,99,,0,0,0
warhammer,tier5,right,walk,3,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,right,attack,0,45,1,13,2,21,14,9,13,117,,0,0,0
warhammer,tier5,right,attack,1,42,1,14,10,23,18,10,9,90,right,0,0,0
warhammer,tier5,right,attack,2,42,1,14,9,23,17,10,9,90,right,0,0,0
warhammer,tier5,right,attack,3,43,1,13,4,21,14,9,11,99,,0,0,1
warhammer,tier5,right,hurt,0,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,right,hurt,1,43,1,13,4,21,14,9,11,99,,0,0,1
warhammer,tier5,up,idle,0,39,1,2,4,10,10,9,7,63,,0,0,0
warhammer,tier5,up,idle,1,39,1,2,5,10,11,9,7,63,,0,0,0
warhammer,tier5,up,walk,0,39,1,2,5,10,11,9,7,63,,0,0,0
warhammer,tier5,up,walk,1,39,1,2,5,10,11,9,7,63,,0,0,0
warhammer,tier5,up,walk,2,39,1,2,3,10,9,9,7,63,,0,0,0
warhammer,tier5,up,walk,3,39,1,2,5,10,11,9,7,63,,0,0,0
warhammer,tier5,up,attack,0,41,1,2,2,10,10,9,9,81,,0,0,0
warhammer,tier5,up,attack,1,43,1,3,0,11,10,9,11,99,top,0,0,0
warhammer,tier5,up,attack,2,43,1,2,0,10,10,9,11,99,top,0,0,0
warhammer,tier5,up,attack,3,39,1,2,4,10,10,9,7,63,,0,0,0
warhammer,tier5,up,hurt,0,39,1,3,4,11,10,9,7,63,,0,0,0
warhammer,tier5,up,hurt,1,39,1,2,4,10,10,9,7,63,,0,0,0
bow,tier1,down,idle,0,22,1,18,7,22,17,5,11,55,,0,1,0
bow,tier1,down,idle,1,22,1,18,8,22,18,5,11,55,,0,1,0
bow,tier1,down,walk,0,22,1,18,8,22,18,5,11,55,,0,1,0
bow,tier1,down,walk,1,22,1,18,8,22,18,5,11,55,,0,1,0
bow,tier1,down,walk,2,22,1,18,6,22,16,5,11,55,,0,1,0
bow,tier1,down,walk,3,22,1,18,8,22,18,5,11,55,,0,1,0
bow,tier1,down,attack,0,22,1,16,7,22,17,7,11,77,,0,0,0
bow,tier1,down,attack,1,22,1,17,7,21,17,5,11,55,,0,0,0
bow,tier1,down,attack,2,22,1,18,7,22,17,5,11,55,,0,1,0
bow,tier1,down,attack,3,22,1,18,7,22,17,5,11,55,,0,1,0
bow,tier1,down,hurt,0,22,1,17,7,21,17,5,11,55,,0,0,0
bow,tier1,down,hurt,1,22,1,18,7,22,17,5,11,55,,0,1,0
bow,tier1,left,idle,0,22,1,3,7,7,17,5,11,55,,0,0,0
bow,tier1,left,idle,1,22,1,3,8,7,18,5,11,55,,0,0,0
bow,tier1,left,walk,0,22,1,3,6,7,16,5,11,55,,0,0,0
bow,tier1,left,walk,1,22,1,3,8,7,18,5,11,55,,0,0,0
bow,tier1,left,walk,2,22,1,3,8,7,18,5,11,55,,0,0,0
bow,tier1,left,walk,3,22,1,3,8,7,18,5,11,55,,0,0,0
bow,tier1,left,attack,0,29,1,1,7,9,17,9,11,99,,0,0,0
bow,tier1,left,attack,1,27,1,3,8,9,18,7,11,77,,0,0,1
bow,tier1,left,attack,2,27,1,3,7,9,17,7,11,77,,0,0,1
bow,tier1,left,attack,3,22,1,3,7,7,17,5,11,55,,0,0,0
bow,tier1,left,hurt,0,22,1,3,8,7,18,5,11,55,,0,0,0
bow,tier1,left,hurt,1,22,1,3,7,7,17,5,11,55,,0,0,0
bow,tier1,right,idle,0,22,1,16,7,20,17,5,11,55,,0,0,0
bow,tier1,right,idle,1,22,1,16,8,20,18,5,11,55,,0,0,0
bow,tier1,right,walk,0,22,1,16,8,20,18,5,11,55,,0,0,0
bow,tier1,right,walk,1,22,1,16,8,20,18,5,11,55,,0,0,0
bow,tier1,right,walk,2,22,1,16,6,20,16,5,11,55,,0,0,0
bow,tier1,right,walk,3,22,1,16,8,20,18,5,11,55,,0,0,0
bow,tier1,right,attack,0,29,1,14,7,22,17,9,11,99,,0,0,0
bow,tier1,right,attack,1,27,1,14,8,20,18,7,11,77,,0,0,1
bow,tier1,right,attack,2,27,1,14,7,20,17,7,11,77,,0,0,1
bow,tier1,right,attack,3,22,1,16,7,20,17,5,11,55,,0,0,0
bow,tier1,right,hurt,0,22,1,16,8,20,18,5,11,55,,0,0,0
bow,tier1,right,hurt,1,22,1,16,7,20,17,5,11,55,,0,0,0
bow,tier1,up,idle,0,22,1,2,7,6,17,5,11,55,,0,0,0
bow,tier1,up,idle,1,22,1,2,8,6,18,5,11,55,,0,0,0
bow,tier1,up,walk,0,22,1,2,8,6,18,5,11,55,,0,0,0
bow,tier1,up,walk,1,22,1,2,8,6,18,5,11,55,,0,0,0
bow,tier1,up,walk,2,22,1,2,6,6,16,5,11,55,,0,0,0
bow,tier1,up,walk,3,22,1,2,8,6,18,5,11,55,,0,0,0
bow,tier1,up,attack,0,22,1,2,7,8,17,7,11,77,,0,0,0
bow,tier1,up,attack,1,22,1,3,7,7,17,5,11,55,,0,0,0
bow,tier1,up,attack,2,22,1,2,7,6,17,5,11,55,,0,0,0
bow,tier1,up,attack,3,22,1,2,7,6,17,5,11,55,,0,0,0
bow,tier1,up,hurt,0,22,1,3,7,7,17,5,11,55,,0,0,0
bow,tier1,up,hurt,1,22,1,2,7,6,17,5,11,55,,0,0,0
bow,tier2,down,idle,0,24,1,18,6,22,18,5,13,65,,0,1,0
bow,tier2,down,idle,1,24,1,18,7,22,19,5,13,65,,0,1,0
bow,tier2,down,walk,0,24,1,18,7,22,19,5,13,65,,0,1,0
bow,tier2,down,walk,1,24,1,18,7,22,19,5,13,65,,0,1,0
bow,tier2,down,walk,2,24,1,18,5,22,17,5,13,65,,0,1,0
bow,tier2,down,walk,3,24,1,18,7,22,19,5,13,65,,0,1,0
bow,tier2,down,attack,0,24,1,16,6,22,18,7,13,91,,0,0,0
bow,tier2,down,attack,1,24,1,17,6,21,18,5,13,65,,0,0,0
bow,tier2,down,attack,2,24,1,18,6,22,18,5,13,65,,0,1,0
bow,tier2,down,attack,3,24,1,18,6,22,18,5,13,65,,0,1,0
bow,tier2,down,hurt,0,24,1,17,6,21,18,5,13,65,,0,0,0
bow,tier2,down,hurt,1,24,1,18,6,22,18,5,13,65,,0,1,0
bow,tier2,left,idle,0,24,1,3,6,7,18,5,13,65,,0,0,0
bow,tier2,left,idle,1,24,1,3,7,7,19,5,13,65,,0,0,0
bow,tier2,left,walk,0,24,1,3,5,7,17,5,13,65,,0,0,0
bow,tier2,left,walk,1,24,1,3,7,7,19,5,13,65,,0,0,0
bow,tier2,left,walk,2,24,1,3,7,7,19,5,13,65,,0,0,0
bow,tier2,left,walk,3,24,1,3,7,7,19,5,13,65,,0,0,0
bow,tier2,left,attack,0,31,1,1,6,9,18,9,13,117,,0,0,0
bow,tier2,left,attack,1,29,1,3,7,9,19,7,13,91,,0,0,1
bow,tier2,left,attack,2,29,1,3,6,9,18,7,13,91,,0,0,1
bow,tier2,left,attack,3,24,1,3,6,7,18,5,13,65,,0,0,0
bow,tier2,left,hurt,0,24,1,3,7,7,19,5,13,65,,0,0,0
bow,tier2,left,hurt,1,24,1,3,6,7,18,5,13,65,,0,0,0
bow,tier2,right,idle,0,24,1,16,6,20,18,5,13,65,,0,0,0
bow,tier2,right,idle,1,24,1,16,7,20,19,5,13,65,,0,0,0
bow,tier2,right,walk,0,24,1,16,7,20,19,5,13,65,,0,0,0
bow,tier2,right,walk,1,24,1,16,7,20,19,5,13,65,,0,0,0
bow,tier2,right,walk,2,24,1,16,5,20,17,5,13,65,,0,0,0
bow,tier2,right,walk,3,24,1,16,7,20,19,5,13,65,,0,0,0
bow,tier2,right,attack,0,31,1,14,6,22,18,9,13,117,,0,0,0
bow,tier2,right,attack,1,29,1,14,7,20,19,7,13,91,,0,0,1
bow,tier2,right,attack,2,29,1,14,6,20,18,7,13,91,,0,0,1
bow,tier2,right,attack,3,24,1,16,6,20,18,5,13,65,,0,0,0
bow,tier2,right,hurt,0,24,1,16,7,20,19,5,13,65,,0,0,0
bow,tier2,right,hurt,1,24,1,16,6,20,18,5,13,65,,0,0,0
bow,tier2,up,idle,0,24,1,2,6,6,18,5,13,65,,0,0,0
bow,tier2,up,idle,1,24,1,2,7,6,19,5,13,65,,0,0,0
bow,tier2,up,walk,0,24,1,2,7,6,19,5,13,65,,0,0,0
bow,tier2,up,walk,1,24,1,2,7,6,19,5,13,65,,0,0,0
bow,tier2,up,walk,2,24,1,2,5,6,17,5,13,65,,0,0,0
bow,tier2,up,walk,3,24,1,2,7,6,19,5,13,65,,0,0,0
bow,tier2,up,attack,0,24,1,2,6,8,18,7,13,91,,0,0,0
bow,tier2,up,attack,1,24,1,3,6,7,18,5,13,65,,0,0,0
bow,tier2,up,attack,2,24,1,2,6,6,18,5,13,65,,0,0,0
bow,tier2,up,attack,3,24,1,2,6,6,18,5,13,65,,0,0,0
bow,tier2,up,hurt,0,24,1,3,6,7,18,5,13,65,,0,0,0
bow,tier2,up,hurt,1,24,1,2,6,6,18,5,13,65,,0,0,0
bow,tier3,down,idle,0,26,1,18,6,22,18,5,13,65,,0,1,0
bow,tier3,down,idle,1,26,1,18,7,22,19,5,13,65,,0,1,0
bow,tier3,down,walk,0,26,1,18,7,22,19,5,13,65,,0,1,0
bow,tier3,down,walk,1,26,1,18,7,22,19,5,13,65,,0,1,0
bow,tier3,down,walk,2,26,1,18,5,22,17,5,13,65,,0,1,0
bow,tier3,down,walk,3,26,1,18,7,22,19,5,13,65,,0,1,0
bow,tier3,down,attack,0,26,1,16,6,22,18,7,13,91,,0,0,0
bow,tier3,down,attack,1,26,1,17,6,21,18,5,13,65,,0,0,0
bow,tier3,down,attack,2,26,1,18,6,22,18,5,13,65,,0,1,0
bow,tier3,down,attack,3,26,1,18,6,22,18,5,13,65,,0,1,0
bow,tier3,down,hurt,0,26,1,17,6,21,18,5,13,65,,0,0,0
bow,tier3,down,hurt,1,26,1,18,6,22,18,5,13,65,,0,1,0
bow,tier3,left,idle,0,26,1,3,6,7,18,5,13,65,,0,0,0
bow,tier3,left,idle,1,26,1,3,7,7,19,5,13,65,,0,0,0
bow,tier3,left,walk,0,26,1,3,5,7,17,5,13,65,,0,0,0
bow,tier3,left,walk,1,26,1,3,7,7,19,5,13,65,,0,0,0
bow,tier3,left,walk,2,26,1,3,7,7,19,5,13,65,,0,0,0
bow,tier3,left,walk,3,26,1,3,7,7,19,5,13,65,,0,0,0
bow,tier3,left,attack,0,33,1,1,6,9,18,9,13,117,,0,0,0
bow,tier3,left,attack,1,31,1,3,7,9,19,7,13,91,,0,0,1
bow,tier3,left,attack,2,31,1,3,6,9,18,7,13,91,,0,0,1
bow,tier3,left,attack,3,26,1,3,6,7,18,5,13,65,,0,0,0
bow,tier3,left,hurt,0,26,1,3,7,7,19,5,13,65,,0,0,0
bow,tier3,left,hurt,1,26,1,3,6,7,18,5,13,65,,0,0,0
bow,tier3,right,idle,0,26,1,16,6,20,18,5,13,65,,0,0,0
bow,tier3,right,idle,1,26,1,16,7,20,19,5,13,65,,0,0,0
bow,tier3,right,walk,0,26,1,16,7,20,19,5,13,65,,0,0,0
bow,tier3,right,walk,1,26,1,16,7,20,19,5,13,65,,0,0,0
bow,tier3,right,walk,2,26,1,16,5,20,17,5,13,65,,0,0,0
bow,tier3,right,walk,3,26,1,16,7,20,19,5,13,65,,0,0,0
bow,tier3,right,attack,0,33,1,14,6,22,18,9,13,117,,0,0,0
bow,tier3,right,attack,1,31,1,14,7,20,19,7,13,91,,0,0,1
bow,tier3,right,attack,2,31,1,14,6,20,18,7,13,91,,0,0,1
bow,tier3,right,attack,3,26,1,16,6,20,18,5,13,65,,0,0,0
bow,tier3,right,hurt,0,26,1,16,7,20,19,5,13,65,,0,0,0
bow,tier3,right,hurt,1,26,1,16,6,20,18,5,13,65,,0,0,0
bow,tier3,up,idle,0,26,1,2,6,6,18,5,13,65,,0,0,0
bow,tier3,up,idle,1,26,1,2,7,6,19,5,13,65,,0,0,0
bow,tier3,up,walk,0,26,1,2,7,6,19,5,13,65,,0,0,0
bow,tier3,up,walk,1,26,1,2,7,6,19,5,13,65,,0,0,0
bow,tier3,up,walk,2,26,1,2,5,6,17,5,13,65,,0,0,0
bow,tier3,up,walk,3,26,1,2,7,6,19,5,13,65,,0,0,0
bow,tier3,up,attack,0,26,1,2,6,8,18,7,13,91,,0,0,0
bow,tier3,up,attack,1,26,1,3,6,7,18,5,13,65,,0,0,0
bow,tier3,up,attack,2,26,1,2,6,6,18,5,13,65,,0,0,0
bow,tier3,up,attack,3,26,1,2,6,6,18,5,13,65,,0,0,0
bow,tier3,up,hurt,0,26,1,3,6,7,18,5,13,65,,0,0,0
bow,tier3,up,hurt,1,26,1,2,6,6,18,5,13,65,,0,0,0
bow,tier4,down,idle,0,32,1,17,5,22,19,6,15,90,,0,0,0
bow,tier4,down,idle,1,32,1,17,6,22,20,6,15,90,,0,0,0
bow,tier4,down,walk,0,32,1,17,6,22,20,6,15,90,,0,0,0
bow,tier4,down,walk,1,32,1,17,6,22,20,6,15,90,,0,0,0
bow,tier4,down,walk,2,32,1,17,4,22,18,6,15,90,,0,0,0
bow,tier4,down,walk,3,32,1,17,6,22,20,6,15,90,,0,0,0
bow,tier4,down,attack,0,32,1,14,5,22,19,9,15,135,,0,0,0
bow,tier4,down,attack,1,32,1,16,5,21,19,6,15,90,,0,0,0
bow,tier4,down,attack,2,32,1,17,5,22,19,6,15,90,,0,0,0
bow,tier4,down,attack,3,32,1,17,5,22,19,6,15,90,,0,0,0
bow,tier4,down,hurt,0,32,1,16,5,21,19,6,15,90,,0,0,0
bow,tier4,down,hurt,1,32,1,17,5,22,19,6,15,90,,0,0,0
bow,tier4,left,idle,0,32,1,3,5,8,19,6,15,90,,0,0,0
bow,tier4,left,idle,1,32,1,3,6,8,20,6,15,90,,0,0,0
bow,tier4,left,walk,0,32,1,3,4,8,18,6,15,90,,0,0,0
bow,tier4,left,walk,1,32,1,3,6,8,20,6,15,90,,0,0,0
bow,tier4,left,walk,2,32,1,3,6,8,20,6,15,90,,0,0,0
bow,tier4,left,walk,3,32,1,3,6,8,20,6,15,90,,0,0,0
bow,tier4,left,attack,0,41,1,1,5,11,19,11,15,165,,0,0,1
bow,tier4,left,attack,1,37,1,3,6,10,20,8,15,120,,0,0,0
bow,tier4,left,attack,2,37,1,3,5,10,19,8,15,120,,0,0,0
bow,tier4,left,attack,3,32,1,3,5,8,19,6,15,90,,0,0,0
bow,tier4,left,hurt,0,32,1,3,6,8,20,6,15,90,,0,0,0
bow,tier4,left,hurt,1,32,1,3,5,8,19,6,15,90,,0,0,0
bow,tier4,right,idle,0,32,1,15,5,20,19,6,15,90,,0,0,0
bow,tier4,right,idle,1,32,1,15,6,20,20,6,15,90,,0,0,0
bow,tier4,right,walk,0,32,1,15,6,20,20,6,15,90,,0,0,0
bow,tier4,right,walk,1,32,1,15,6,20,20,6,15,90,,0,0,0
bow,tier4,right,walk,2,32,1,15,4,20,18,6,15,90,,0,0,0
bow,tier4,right,walk,3,32,1,15,6,20,20,6,15,90,,0,0,0
bow,tier4,right,attack,0,41,1,12,5,22,19,11,15,165,,0,0,1
bow,tier4,right,attack,1,37,1,13,6,20,20,8,15,120,,0,0,0
bow,tier4,right,attack,2,37,1,13,5,20,19,8,15,120,,0,0,0
bow,tier4,right,attack,3,32,1,15,5,20,19,6,15,90,,0,0,0
bow,tier4,right,hurt,0,32,1,15,6,20,20,6,15,90,,0,0,0
bow,tier4,right,hurt,1,32,1,15,5,20,19,6,15,90,,0,0,0
bow,tier4,up,idle,0,32,1,2,5,7,19,6,15,90,,0,0,0
bow,tier4,up,idle,1,32,1,2,6,7,20,6,15,90,,0,0,0
bow,tier4,up,walk,0,32,1,2,6,7,20,6,15,90,,0,0,0
bow,tier4,up,walk,1,32,1,2,6,7,20,6,15,90,,0,0,0
bow,tier4,up,walk,2,32,1,2,4,7,18,6,15,90,,0,0,0
bow,tier4,up,walk,3,32,1,2,6,7,20,6,15,90,,0,0,0
bow,tier4,up,attack,0,32,1,2,5,10,19,9,15,135,,0,0,0
bow,tier4,up,attack,1,32,1,3,5,8,19,6,15,90,,0,0,0
bow,tier4,up,attack,2,32,1,2,5,7,19,6,15,90,,0,0,0
bow,tier4,up,attack,3,32,1,2,5,7,19,6,15,90,,0,0,0
bow,tier4,up,hurt,0,32,1,3,5,8,19,6,15,90,,0,0,0
bow,tier4,up,hurt,1,32,1,2,5,7,19,6,15,90,,0,0,0
bow,tier5,down,idle,0,40,1,17,4,23,20,7,17,119,right,0,0,0
bow,tier5,down,idle,1,40,1,17,5,23,21,7,17,119,right,0,0,0
bow,tier5,down,walk,0,40,1,17,5,23,21,7,17,119,right,0,0,0
bow,tier5,down,walk,1,40,1,17,5,23,21,7,17,119,right,0,0,0
bow,tier5,down,walk,2,40,1,17,3,23,19,7,17,119,right,0,0,0
bow,tier5,down,walk,3,40,1,17,5,23,21,7,17,119,right,0,0,0
bow,tier5,down,attack,0,40,1,14,4,23,20,10,17,170,right,0,0,0
bow,tier5,down,attack,1,40,1,16,4,22,20,7,17,119,,0,0,0
bow,tier5,down,attack,2,40,1,17,4,23,20,7,17,119,right,0,0,0
bow,tier5,down,attack,3,40,1,17,4,23,20,7,17,119,right,0,0,0
bow,tier5,down,hurt,0,40,1,16,4,22,20,7,17,119,,0,0,0
bow,tier5,down,hurt,1,40,1,17,4,23,20,7,17,119,right,0,0,0
bow,tier5,left,idle,0,40,1,2,4,8,20,7,17,119,,0,0,0
bow,tier5,left,idle,1,40,1,2,5,8,21,7,17,119,,0,0,0
bow,tier5,left,walk,0,40,1,2,3,8,19,7,17,119,,0,0,0
bow,tier5,left,walk,1,40,1,2,5,8,21,7,17,119,,0,0,0
bow,tier5,left,walk,2,40,1,2,5,8,21,7,17,119,,0,0,0
bow,tier5,left,walk,3,40,1,2,5,8,21,7,17,119,,0,0,0
bow,tier5,left,attack,0,49,1,1,4,11,20,11,17,187,,0,0,0
bow,tier5,left,attack,1,43,1,3,5,10,21,8,17,136,,0,0,0
bow,tier5,left,attack,2,43,1,3,4,10,20,8,17,136,,0,0,0
bow,tier5,left,attack,3,40,1,2,4,8,20,7,17,119,,0,0,0
bow,tier5,left,hurt,0,40,1,2,5,8,21,7,17,119,,0,0,0
bow,tier5,left,hurt,1,40,1,2,4,8,20,7,17,119,,0,0,0
bow,tier5,right,idle,0,40,1,15,4,21,20,7,17,119,,0,0,0
bow,tier5,right,idle,1,40,1,15,5,21,21,7,17,119,,0,0,0
bow,tier5,right,walk,0,40,1,15,5,21,21,7,17,119,,0,0,0
bow,tier5,right,walk,1,40,1,15,5,21,21,7,17,119,,0,0,0
bow,tier5,right,walk,2,40,1,15,3,21,19,7,17,119,,0,0,0
bow,tier5,right,walk,3,40,1,15,5,21,21,7,17,119,,0,0,0
bow,tier5,right,attack,0,49,1,12,4,22,20,11,17,187,,0,0,0
bow,tier5,right,attack,1,43,1,13,5,20,21,8,17,136,,0,0,0
bow,tier5,right,attack,2,43,1,13,4,20,20,8,17,136,,0,0,0
bow,tier5,right,attack,3,40,1,15,4,21,20,7,17,119,,0,0,0
bow,tier5,right,hurt,0,40,1,15,5,21,21,7,17,119,,0,0,0
bow,tier5,right,hurt,1,40,1,15,4,21,20,7,17,119,,0,0,0
bow,tier5,up,idle,0,40,1,1,4,7,20,7,17,119,,0,0,0
bow,tier5,up,idle,1,40,1,1,5,7,21,7,17,119,,0,0,0
bow,tier5,up,walk,0,40,1,1,5,7,21,7,17,119,,0,0,0
bow,tier5,up,walk,1,40,1,1,5,7,21,7,17,119,,0,0,0
bow,tier5,up,walk,2,40,1,1,3,7,19,7,17,119,,0,0,0
bow,tier5,up,walk,3,40,1,1,5,7,21,7,17,119,,0,0,0
bow,tier5,up,attack,0,40,1,1,4,10,20,10,17,170,,0,0,0
bow,tier5,up,attack,1,40,1,2,4,8,20,7,17,119,,0,0,0
bow,tier5,up,attack,2,40,1,1,4,7,20,7,17,119,,0,0,0
bow,tier5,up,attack,3,40,1,1,4,7,20,7,17,119,,0,0,0
bow,tier5,up,hurt,0,40,1,2,4,8,20,7,17,119,,0,0,0
bow,tier5,up,hurt,1,40,1,1,4,7,20,7,17,119,,0,0,0
staff,tier1,down,idle,0,14,1,17,5,20,16,4,12,48,,0,0,0
staff,tier1,down,idle,1,14,1,17,6,20,17,4,12,48,,0,0,0
staff,tier1,down,walk,0,14,1,17,6,20,17,4,12,48,,0,0,0
staff,tier1,down,walk,1,14,1,17,6,20,17,4,12,48,,0,0,0
staff,tier1,down,walk,2,14,1,17,4,20,15,4,12,48,,0,0,0
staff,tier1,down,walk,3,14,1,17,6,20,17,4,12,48,,0,0,0
staff,tier1,down,attack,0,15,1,17,4,20,16,4,13,52,,0,0,0
staff,tier1,down,attack,1,10,1,16,14,19,21,4,8,32,,0,0,0
staff,tier1,down,attack,2,10,1,17,14,20,21,4,8,32,,0,0,0
staff,tier1,down,attack,3,14,1,17,5,20,16,4,12,48,,0,0,0
staff,tier1,down,hurt,0,14,1,16,5,19,16,4,12,48,,0,0,0
staff,tier1,down,hurt,1,14,1,17,5,20,16,4,12,48,,0,0,0
staff,tier1,left,idle,0,15,1,2,5,6,16,5,12,60,,0,1,0
staff,tier1,left,idle,1,15,1,2,6,6,17,5,12,60,,0,1,0
staff,tier1,left,walk,0,15,1,2,4,6,15,5,12,60,,0,1,0
staff,tier1,left,walk,1,15,1,2,6,6,17,5,12,60,,0,1,0
staff,tier1,left,walk,2,15,1,2,6,6,17,5,12,60,,0,1,0
staff,tier1,left,walk,3,15,1,2,6,6,17,5,12,60,,0,1,0
staff,tier1,left,attack,0,16,1,2,4,6,16,5,13,65,,0,1,0
staff,tier1,left,attack,1,16,1,1,13,14,15,14,3,42,,0,0,0
staff,tier1,left,attack,2,16,1,1,12,14,14,14,3,42,,0,0,0
staff,tier1,left,attack,3,15,1,2,5,6,16,5,12,60,,0,1,0
staff,tier1,left,hurt,0,15,1,2,6,6,17,5,12,60,,0,1,0
staff,tier1,left,hurt,1,15,1,2,5,6,16,5,12,60,,0,1,0
staff,tier1,right,idle,0,15,1,17,5,21,16,5,12,60,,0,1,0
staff,tier1,right,idle,1,15,1,17,6,21,17,5,12,60,,0,1,0
staff,tier1,right,walk,0,15,1,17,6,21,17,5,12,60,,0,1,0
staff,tier1,right,walk,1,15,1,17,6,21,17,5,12,60,,0,1,0
staff,tier1,right,walk,2,15,1,17,4,21,15,5,12,60,,0,1,0
staff,tier1,right,walk,3,15,1,17,6,21,17,5,12,60,,0,1,0
staff,tier1,right,attack,0,16,1,17,4,21,16,5,13,65,,0,1,0
staff,tier1,right,attack,1,16,1,9,13,22,15,14,3,42,,0,0,0
staff,tier1,right,attack,2,16,1,9,12,22,14,14,3,42,,0,0,0
staff,tier1,right,attack,3,15,1,17,5,21,16,5,12,60,,0,1,0
staff,tier1,right,hurt,0,15,1,17,6,21,17,5,12,60,,0,1,0
staff,tier1,right,hurt,1,15,1,17,5,21,16,5,12,60,,0,1,0
staff,tier1,up,idle,0,14,1,3,5,6,16,4,12,48,,0,0,0
staff,tier1,up,idle,1,14,1,3,6,6,17,4,12,48,,0,0,0
staff,tier1,up,walk,0,14,1,3,6,6,17,4,12,48,,0,0,0
staff,tier1,up,walk,1,14,1,3,6,6,17,4,12,48,,0,0,0
staff,tier1,up,walk,2,14,1,3,4,6,15,4,12,48,,0,0,0
staff,tier1,up,walk,3,14,1,3,6,6,17,4,12,48,,0,0,0
staff,tier1,up,attack,0,15,1,3,4,6,16,4,13,52,,0,0,0
staff,tier1,up,attack,1,13,1,4,1,7,10,4,10,40,,0,1,0
staff,tier1,up,attack,2,13,1,3,1,6,10,4,10,40,,0,2,0
staff,tier1,up,attack,3,14,1,3,5,6,16,4,12,48,,0,0,0
staff,tier1,up,hurt,0,14,1,4,5,7,16,4,12,48,,0,0,0
staff,tier1,up,hurt,1,14,1,3,5,6,16,4,12,48,,0,0,0
staff,tier2,down,idle,0,20,1,17,4,20,16,4,13,52,,0,0,0
staff,tier2,down,idle,1,20,1,17,5,20,17,4,13,52,,0,0,0
staff,tier2,down,walk,0,20,1,17,5,20,17,4,13,52,,0,0,0
staff,tier2,down,walk,1,20,1,17,5,20,17,4,13,52,,0,0,0
staff,tier2,down,walk,2,20,1,17,3,20,15,4,13,52,,0,0,0
staff,tier2,down,walk,3,20,1,17,5,20,17,4,13,52,,0,0,0
staff,tier2,down,attack,0,21,1,17,3,20,16,4,14,56,,0,0,0
staff,tier2,down,attack,1,15,1,16,14,19,22,4,9,36,,0,0,0
staff,tier2,down,attack,2,15,1,17,14,20,22,4,9,36,,0,0,0
staff,tier2,down,attack,3,20,1,17,4,20,16,4,13,52,,0,0,0
staff,tier2,down,hurt,0,20,1,16,4,19,16,4,13,52,,0,0,0
staff,tier2,down,hurt,1,20,1,17,4,20,16,4,13,52,,0,0,0
staff,tier2,left,idle,0,21,1,2,4,6,16,5,13,65,,0,1,0
staff,tier2,left,idle,1,21,1,2,5,6,17,5,13,65,,0,1,0
staff,tier2,left,walk,0,21,1,2,3,6,15,5,13,65,,0,1,0
staff,tier2,left,walk,1,21,1,2,5,6,17,5,13,65,,0,1,0
staff,tier2,left,walk,2,21,1,2,5,6,17,5,13,65,,0,1,0
staff,tier2,left,walk,3,21,1,2,5,6,17,5,13,65,,0,1,0
staff,tier2,left,attack,0,22,1,2,3,6,16,5,14,70,,0,1,0
staff,tier2,left,attack,1,21,1,0,13,14,15,15,3,45,left,0,0,0
staff,tier2,left,attack,2,21,1,0,12,14,14,15,3,45,left,0,0,0
staff,tier2,left,attack,3,21,1,2,4,6,16,5,13,65,,0,1,0
staff,tier2,left,hurt,0,21,1,2,5,6,17,5,13,65,,0,1,0
staff,tier2,left,hurt,1,21,1,2,4,6,16,5,13,65,,0,1,0
staff,tier2,right,idle,0,21,1,17,4,21,16,5,13,65,,0,1,0
staff,tier2,right,idle,1,21,1,17,5,21,17,5,13,65,,0,1,0
staff,tier2,right,walk,0,21,1,17,5,21,17,5,13,65,,0,1,0
staff,tier2,right,walk,1,21,1,17,5,21,17,5,13,65,,0,1,0
staff,tier2,right,walk,2,21,1,17,3,21,15,5,13,65,,0,1,0
staff,tier2,right,walk,3,21,1,17,5,21,17,5,13,65,,0,1,0
staff,tier2,right,attack,0,22,1,17,3,21,16,5,14,70,,0,1,0
staff,tier2,right,attack,1,21,1,9,13,23,15,15,3,45,right,0,0,0
staff,tier2,right,attack,2,21,1,9,12,23,14,15,3,45,right,0,0,0
